"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TCAL_14798",262.079251121092,1.98598319976145,0.188931717229676,10.5116453122965,7.63497543301058e-26,8.86649697035519e-22
"TCAL_15853",3555.63498519995,1.42812207424132,0.1847021282776,7.73202825305241,1.05846444600854e-14,6.14597380574857e-11
"TCAL_08675",9379.11104339977,-0.715544600094511,0.0932035826896119,-7.6772220492578,1.62575490420522e-14,6.2932972341784e-11
"TCAL_14591",474.947496237506,-0.896246271780482,0.12289579356097,-7.29273350870096,3.03728505452301e-13,8.81799783454392e-10
"TCAL_01551",475.714097853073,-0.608315994045395,0.0894344862240678,-6.80180565382049,1.03315916908607e-11,2.3996154861193e-08
"TCAL_13810",165.214873167138,0.785873165021956,0.120700307362591,6.5109458475623,7.46790647783309e-11,1.4454132987846e-07
"TCAL_02126",2479.82357566541,-0.667147199644883,0.107390311237685,-6.21235930835791,5.21949073470033e-10,8.65913512886785e-07
"TCAL_03200",95.7175493270813,-1.18764994015945,0.193494165596509,-6.13791085895605,8.36137553029118e-10,1.21375817541589e-06
"TCAL_02557",71.5951090073812,1.1030775015891,0.182584241327618,6.04147156166566,1.52714927265676e-09,1.97053161148477e-06
"TCAL_14774",2295.80661019746,-0.428119978312534,0.0725911505210608,-5.89768828899225,3.68629511201338e-09,4.28089451358114e-06
"TCAL_15708",139.343680431507,0.673321037771074,0.116128444404697,5.79807161994359,6.70818045024057e-09,7.08200905169488e-06
"TCAL_08242",8619.14006961347,-0.569943899971009,0.103580581443771,-5.50242035743355,3.74612466999121e-08,3.625312149384e-05
"TCAL_14204",14.1258521799599,2.31848860985361,0.428811283535909,5.40678078882563,6.4167598216936e-08,5.73214090840983e-05
"TCAL_11475",195.459073017173,0.559743256618006,0.105691078062664,5.2960312911761,1.18346566938975e-07,9.81684772758794e-05
"TCAL_01737",327.15633682446,-0.740002618125053,0.140249866036505,-5.27631604248691,1.31806695649581e-07,0.000102044743771906
"TCAL_03439",26825.1998078723,-0.665306827929786,0.129665651617597,-5.1309411523406,2.88297039312486e-07,0.000209249594845994
"TCAL_01071",75.7116799233828,-0.735051282723457,0.146661747691686,-5.01188138210852,5.39004278792024e-07,0.000362379772033683
"TCAL_10744",32.9689647389516,1.39534104984887,0.278848123750974,5.00394634569957,5.61683965952493e-07,0.000362379772033683
"TCAL_13139",159.12028623741,-0.453123868770026,0.0942772271218965,-4.80629185438553,1.53755399533035e-06,0.000939769186724807
"TCAL_10081",239.280345979815,-1.33259416419657,0.280155787319157,-4.75661836918778,1.96862826358667e-06,0.0011430840012516
"TCAL_08249",188.550420554138,-0.816006972152193,0.172959599657377,-4.71790507013577,2.38285628098727e-06,0.00131771952338596
"TCAL_11761",43.8581320434151,-0.809280549160022,0.172438556211816,-4.69315312618332,2.69025965720897e-06,0.00142009024541672
"TCAL_11827",71.7004679052429,-0.599243107464622,0.128891897834756,-4.64919143508053,3.3323881208303e-06,0.00168256622813923
"TCAL_05387",454.229789657795,-0.428007460201346,0.0926339810235667,-4.62041526740018,3.82972728831716e-06,0.00185310929163447
"TCAL_02187",181.68875844999,0.541924784264324,0.117822579164476,4.5994985690121,4.2350910173685e-06,0.00196728447938802
"TCAL_03225",213.601970555469,-0.536535441560244,0.117191513996558,-4.57827894924203,4.6881723602498e-06,0.00209399021613773
"TCAL_09848",92.4001697529418,-0.639377442805297,0.141481205090144,-4.51916876448658,6.20828939135817e-06,0.00267025424821639
"TCAL_04073",79.749335464008,-0.787999473963904,0.174822912390402,-4.50741532210721,6.56221060437396e-06,0.0027216768481641
"TCAL_01999",31.2633317631434,-0.997108035888165,0.222600346638711,-4.47936425501848,7.48656824946849e-06,0.00299798334762337
"TCAL_05776",202.43084888709,-0.430645717372437,0.0969308783880923,-4.44281249209582,8.87905407048059e-06,0.00332620822324165
"TCAL_08981",47731.3646538269,-0.38522748619842,0.0867006251035777,-4.44319156566869,8.86341830679813e-06,0.00332620822324165
"TCAL_01682",10.6289324279697,-2.39461449004083,0.543094154451381,-4.40920689426275,1.03749872616556e-05,0.00368957173345056
"TCAL_04517",3666.18274017939,-0.857020634473466,0.194470979302205,-4.40693329950104,1.04844456388417e-05,0.00368957173345056
"TCAL_10349",129.007118090133,-0.514429146965212,0.117347258454547,-4.38381904903616,1.16616649786881e-05,0.00398314457051486
"TCAL_03293",155.791876704052,-0.539277590825106,0.124209882117032,-4.34166413842172,1.41407580125026e-05,0.00469190350854838
"TCAL_15032",527.431266915552,0.370119361816942,0.0855042463072537,4.32866644408446,1.50014936236888e-05,0.00483923181810829
"TCAL_10495",9.18147758179734,1.81833297480231,0.423094815280033,4.29769618802541,1.72582488585831e-05,0.0054167579458034
"TCAL_15195",122.975679185711,-0.641688589625042,0.150423690117711,-4.26587453826522,1.99120660447499e-05,0.00608523218362318
"TCAL_11866",66.5786712271536,-1.05589263389919,0.248056486914744,-4.25666204916502,2.07501650343797e-05,0.00617876068062185
"TCAL_10674",54.217662845817,1.06660861264362,0.250996477467376,4.24949634116779,2.14251708558629e-05,0.0062202627287284
"TCAL_16784",1950.16536082633,-0.494545239162499,0.117182866095845,-4.22028625548384,2.43992300685088e-05,0.00691093314111202
"TCAL_12804",393.188370974177,-0.35567291795508,0.0844516307682087,-4.2115577250519,2.5361572513589e-05,0.00701247480000737
"TCAL_07801",235.804349090139,-0.371314839578862,0.0884459329205605,-4.19821270823573,2.6902987632045e-05,0.00710055444024859
"TCAL_09466",175.923094453775,0.368742906725707,0.0877928892690721,4.20014547642423,2.66743536165725e-05,0.00710055444024859
"TCAL_17248",490.930612659687,0.728160316721192,0.175100816355511,4.15852039914418,3.20315632029917e-05,0.00826627874391874
"TCAL_10176",42.8634399736059,-0.752303364696914,0.181558122025085,-4.14359520965398,3.41903026929767e-05,0.00863156489507692
"TCAL_09890",155.214631416817,0.548376844526423,0.134610341694868,4.07380917113689,4.62503828248171e-05,0.0114277807605234
"TCAL_11456",285.681660744791,-0.402854143196275,0.0996483060774415,-4.04275957168,5.28257809142857e-05,0.01278053736995
"TCAL_06802",1259.32842489304,-0.694567380892553,0.172336227179267,-4.0303039718402,5.57047685617405e-05,0.0129755596341837
"TCAL_07926",2150.54466679695,-0.586276732617305,0.145491730628986,-4.02962237154461,5.58665273150078e-05,0.0129755596341837
"TCAL_04449",124.188638545453,0.495388784700136,0.124302256965774,3.98535631445966,6.73789401926177e-05,0.0153425810285661
"TCAL_06244",69.6575211193031,-0.590710622840484,0.14920413588407,-3.95907673296309,7.52400622341761e-05,0.0168031315908747
"TCAL_05901",552.169763411293,-0.270566892036878,0.0685001683219852,-3.9498719297313,7.8193020358557e-05,0.0171331234985646
"TCAL_16450",26.0569449583391,-0.831174022593398,0.211259744288415,-3.93437010630225,8.34151646765165e-05,0.0179388945812664
"TCAL_15340",38.9037605149513,-0.661114499501317,0.169483976873689,-3.90074927256411,9.58954284062596e-05,0.0198863144657481
"TCAL_16268",149.887983980757,-0.430944752915476,0.110398730928608,-3.90352995266002,9.47998118517922e-05,0.0198863144657481
"TCAL_03405",133.578227974531,-0.49073437693653,0.126288113188316,-3.88583188510201,0.000101980064389674,0.0206569941419746
"TCAL_16783",123.634066553987,0.497692994667803,0.128171804541724,3.88301464933959,0.000103169349886724,0.0206569941419746
"TCAL_09874",282.629444601666,0.409199805535307,0.105629855095549,3.87390293364653,0.000107106086968623,0.0210817455587562
"TCAL_08241",1329.97770733358,-0.399006104964352,0.103171409374196,-3.86740965723539,0.00010999755879196,0.0212900275041838
"TCAL_15764",640.395858107374,-0.318421749017536,0.0824592501564985,-3.86156493556765,0.000112663058912953,0.0214484607074774
"TCAL_00735",619.074711423698,-0.222726184120531,0.0578019100540976,-3.85326685419355,0.000116552242975836,0.0214844634552124
"TCAL_05313",276.218601528278,0.452672899851822,0.117474643416555,3.85336687719651,0.000116504618887651,0.0214844634552124
"TCAL_07840",3986.46744499983,-0.271211356681347,0.070537661321947,-3.8449156322817,0.000120593922133126,0.0217756826035663
