"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TCAL_08241",1329.97770733358,0.675615873860844,0.103835983302422,6.50656788112761,7.68871680309456e-11,2.02929700532584e-08
"TCAL_14749",1764.34530912883,0.562988537602227,0.0870319088948047,6.46876007606256,9.88103368893732e-11,2.54996542732509e-08
"TCAL_06581",3149.64661877248,0.559080071261665,0.0872304640373474,6.40922959004663,1.46256805578244e-10,3.69234844169597e-08
"TCAL_07649",34.109484173917,-1.48047377115104,0.232803409747489,-6.35933027251121,2.02635294103473e-10,5.00681632005027e-08
"TCAL_15032",527.431266915552,-0.534411313333636,0.0840849657802264,-6.35561076079203,2.07600098611174e-10,5.02262488577408e-08
"TCAL_07907",409.583039478172,0.771904477867489,0.12268173543593,6.29192662725749,3.1354969327096e-10,7.43112773052175e-08
"TCAL_07801",235.804349090139,0.577276770922891,0.0926598585507939,6.23006315735353,4.66247171938514e-10,1.08290568154439e-07
"TCAL_08629",201.426216709611,0.94135589136451,0.157111971566035,5.99162420267163,2.07755565081131e-09,4.6900167288137e-07
"TCAL_09977",4289.58268142757,0.536628982822766,0.0895893967573182,5.98987159469774,2.10006776800407e-09,4.6900167288137e-07
"TCAL_02088",1034.03991444972,-0.955192428983432,0.159588174127915,-5.98535846533225,2.15913805108476e-09,4.73095663910328e-07
"TCAL_11553",1820.51408496459,0.720119511644396,0.121716089456398,5.91638718316171,3.29090014414504e-09,7.07726358776969e-07
"TCAL_12253",21.9108305550967,-1.3850807805212,0.234819851756282,-5.89848247565872,3.66859921094694e-09,7.74608047940488e-07
"TCAL_08955",1951.91042705238,0.363946637067683,0.0618609970032226,5.88329730684301,4.0217254569977e-09,8.34005316644897e-07
"TCAL_00896",772.093513330232,0.547126555392755,0.0936168627765994,5.8443162819756,5.08653051878021e-09,1.03631366516833e-06
"TCAL_08982",10779.5760568786,0.719414682885584,0.123769267969304,5.81254696492188,6.15294134744831e-09,1.2110865740325e-06
"TCAL_16451",141.522556805398,6.24392344981387,1.07369290925637,5.81537178459931,6.04992701625827e-09,1.2110865740325e-06
"TCAL_12849",179.442198948045,-1.01830771105602,0.177082198185434,-5.75048040678648,8.89902169360854e-09,1.72240564879793e-06
"TCAL_13243",474.946007441097,0.505757200529882,0.0880688782811886,5.74274602334649,9.31533926054184e-09,1.77342680053561e-06
"TCAL_14662",169.862935212294,1.17831038673229,0.206236513232986,5.71339365789775,1.10745089645104e-08,2.07432697749774e-06
"TCAL_10767",593.820566751571,-1.14419972859507,0.200654825734035,-5.70232848579326,1.18181802406891e-08,2.17848455770036e-06
"TCAL_11917",1025.11012987543,0.365080499447609,0.0640680038951411,5.69832798357709,1.20988122963939e-08,2.1953672999691e-06
"TCAL_09319",1132.54477676462,0.512154769350986,0.0905956689439916,5.65319264508784,1.57494615252204e-08,2.81382302603669e-06
"TCAL_07840",3986.46744499983,0.396623295385099,0.070650111569541,5.61390897443526,1.97806297874636e-08,3.4804917230578e-06
